,Topic_Number,LDA_Equation
249,249,"[('poem', 0.04105571847507331), ('poetry', 0.039589442815249266), ('kansa', 0.039589442815249266), ('life', 0.038856304985337244), ('short', 0.03372434017595308), ('gary_hess', 0.032991202346041054), ('tall', 0.030058651026392963), ('book', 0.025659824046920823), ('follower', 0.02346041055718475), ('week', 0.022727272727272728)]"
250,250,"[('die', 0.03277807630306287), ('retweet', 0.026329930145083287), ('human', 0.024717893605588393), ('list', 0.019881783987103708), ('pledge', 0.017732401934443847), ('dump', 0.015583019881783988), ('filing', 0.012896292315959162), ('tuesday', 0.012358946802794197), ('yearold', 0.010746910263299301), ('disease', 0.010746910263299301)]"
251,251,"[('people', 0.05434054898460165), ('bernie', 0.033697835304619506), ('white', 0.02934612809640705), ('racist', 0.01807632224949788), ('support', 0.013055121624637359), ('kind', 0.01115822361080116), ('woman', 0.010377147958045079), ('live', 0.010377147958045079), ('care', 0.00981923677750502), ('idea', 0.00981923677750502)]"
252,252,"[('postmodern', 0.018518518518518517), ('reccomend', 0.009259259259259259), ('wanderingjoy', 0.009259259259259259), ('support', 0.009259259259259259), ('vimeo', 0.009259259259259259), ('carclaim', 0.009259259259259259), ('lastingly', 0.009259259259259259), ('seelol', 0.009259259259259259), ('cozi', 0.009259259259259259), ('needful', 0.009259259259259259)]"
253,253,"[('existential_crisis', 0.028037383177570093), ('unedited', 0.018691588785046728), ('undertale', 0.018691588785046728), ('arte', 0.018691588785046728), ('fotorafn', 0.009345794392523364), ('mangaka', 0.009345794392523364), ('preblack', 0.009345794392523364), ('radioactive', 0.009345794392523364), ('cygame', 0.009345794392523364), ('worldfamous', 0.009345794392523364)]"
254,254,"[('giveawayjust', 0.009523809523809525), ('bestim', 0.009523809523809525), ('airvisualearth', 0.009523809523809525), ('unbroken', 0.009523809523809525), ('darnforceful', 0.009523809523809525), ('singer', 0.009523809523809525), ('ratification', 0.009523809523809525), ('ptoday', 0.009523809523809525), ('pgi', 0.009523809523809525), ('collagen', 0.009523809523809525)]"
255,255,"[('queerer', 0.014285714285714285), ('tweetup', 0.014285714285714285), ('rolf', 0.014285714285714285), ('hallowed', 0.014285714285714285), ('breakingcnn', 0.014285714285714285), ('rift', 0.014285714285714285), ('ello', 0.014285714285714285), ('kawinkiedink', 0.014285714285714285), ('amazonmemorie', 0.014285714285714285), ('allboy', 0.014285714285714285)]"
256,256,"[('work', 0.045388278744290016), ('sleep', 0.037953153853630094), ('day', 0.028671396637185344), ('back', 0.023082904072310235), ('good', 0.01909806589561668), ('week', 0.017348624744873167), ('love', 0.017202837982311207), ('night', 0.016765477694625327), ('hour', 0.01574497035669161), ('bed', 0.01540480124404704)]"
257,257,"[('traitorbot', 0.014492753623188406), ('harington', 0.014492753623188406), ('adrenaline', 0.014492753623188406), ('toogrrr', 0.014492753623188406), ('yee', 0.014492753623188406), ('conceit', 0.014492753623188406), ('spotdowntime', 0.014492753623188406), ('koss', 0.014492753623188406), ('thgo', 0.014492753623188406), ('drogas', 0.014492753623188406)]"
258,258,"[('lmfao', 0.03472770323599053), ('stoke', 0.018942383583267563), ('awesome', 0.017363851617995266), ('bless', 0.01578531965272297), ('omfg', 0.01578531965272297), ('semester', 0.014206787687450671), ('mall', 0.013417521704814523), ('swic', 0.011838989739542225), ('palette', 0.011838989739542225), ('anime', 0.011049723756906077)]"
259,259,"[('michigan', 0.08817427385892117), ('msu', 0.038381742738589214), ('min', 0.01970954356846473), ('racist', 0.01867219917012448), ('harbaugh', 0.013485477178423237), ('ncaa', 0.011410788381742738), ('maga', 0.01037344398340249), ('dipshit', 0.00933609958506224), ('recruit', 0.00933609958506224), ('shea', 0.00933609958506224)]"
260,260,"[('german_shepherd', 0.027972027972027972), ('camping', 0.02097902097902098), ('reverse', 0.02097902097902098), ('kayak', 0.02097902097902098), ('etekcity', 0.013986013986013986), ('leach', 0.013986013986013986), ('ridge', 0.013986013986013986), ('filtration', 0.013986013986013986), ('septic', 0.013986013986013986), ('osmosis', 0.013986013986013986)]"
261,261,"[('donnowonder', 0.00625), ('roofrider', 0.00625), ('rifteveryone', 0.00625), ('settlement', 0.00625), ('dogi', 0.00625), ('thereseriously', 0.00625), ('usas', 0.00625), ('disqualifier', 0.00625), ('jackal', 0.00625), ('fd', 0.00625)]"
262,262,"[('ticket', 0.02864450127877238), ('concert', 0.020971867007672635), ('photo', 0.015345268542199489), ('dean', 0.01329923273657289), ('bap', 0.01278772378516624), ('aomg', 0.011253196930946292), ('credit', 0.011253196930946292), ('tour', 0.010230179028132993), ('sell', 0.010230179028132993), ('bias', 0.009207161125319692)]"
263,263,"[('chance', 0.11889727398737102), ('win', 0.07900816263668566), ('point', 0.04543354381641768), ('entered_giveaway', 0.038811027260126287), ('play', 0.03034036654859079), ('trip', 0.016171261358385956), ('ticket', 0.012320961034960727), ('play_sweep', 0.009240720776220545), ('ultimate', 0.00862467272447251), ('goodbed_holiday', 0.0084706607115355)]"
264,264,"[('nocturnal', 0.027586206896551724), ('morgue', 0.027586206896551724), ('bambox', 0.020689655172413793), ('fwb', 0.013793103448275862), ('embassy', 0.013793103448275862), ('dismiss', 0.013793103448275862), ('banggood', 0.013793103448275862), ('location', 0.013793103448275862), ('racy', 0.013793103448275862), ('inapril', 0.013793103448275862)]"
265,265,"[('bruh', 0.028961078761875574), ('shit', 0.02083971805087343), ('man', 0.017162120747778117), ('steph', 0.0165491878639289), ('nigga', 0.015016855654305853), ('nip', 0.01256512411890898), ('dame', 0.01256512411890898), ('game', 0.012105424456022066), ('shoot', 0.011186025130248238), ('niggaz', 0.011032791909285933)]"
266,266,"[('glee', 0.04868913857677903), ('oliver', 0.0149812734082397), ('tuna', 0.0149812734082397), ('nc', 0.011235955056179775), ('yoga', 0.011235955056179775), ('nsync', 0.009363295880149813), ('jezebel', 0.00749063670411985), ('candice', 0.00749063670411985), ('nora', 0.00749063670411985), ('lovitz', 0.00749063670411985)]"
267,267,"[('parasitic', 0.009615384615384616), ('remotelya', 0.009615384615384616), ('waiti', 0.009615384615384616), ('retired', 0.009615384615384616), ('roadthen', 0.009615384615384616), ('kotominelike', 0.009615384615384616), ('beefalo', 0.009615384615384616), ('paramorefob', 0.009615384615384616), ('lockdow', 0.009615384615384616), ('livehopefully', 0.009615384615384616)]"
268,268,"[('learn', 0.0403899721448468), ('code', 0.033426183844011144), ('day', 0.02437325905292479), ('good_luck', 0.01787372330547818), ('start', 0.014391829155060354), ('work', 0.014391829155060354), ('great', 0.0127669452181987), ('cod', 0.01137418755803157), ('bit', 0.01137418755803157), ('project', 0.010677808727948004)]"
269,269,"[('inkwell', 0.0125), ('sula', 0.0125), ('bethesda', 0.0125), ('quay', 0.0125), ('mathis', 0.0125), ('maspeth', 0.0125), ('tracklist', 0.0125), ('ecology', 0.0125), ('thinskinn', 0.0125), ('insulthurler', 0.0125)]"
270,270,"[('grater', 0.017699115044247787), ('drinkingstraw', 0.017699115044247787), ('ancord', 0.017699115044247787), ('perfecter', 0.017699115044247787), ('bouchard', 0.017699115044247787), ('dawn', 0.017699115044247787), ('mugig', 0.017699115044247787), ('rea', 0.017699115044247787), ('zelocchi', 0.008849557522123894), ('mechanised', 0.008849557522123894)]"
271,271,"[('rick_ross', 0.026785714285714284), ('haz', 0.008928571428571428), ('flashpoint', 0.008928571428571428), ('rheem', 0.008928571428571428), ('vonn', 0.008928571428571428), ('tankless', 0.008928571428571428), ('hd', 0.008928571428571428), ('annoyingstart', 0.008928571428571428), ('maxime', 0.008928571428571428), ('advanta', 0.008928571428571428)]"
272,272,"[('youtube', 0.02975609756097561), ('video', 0.024878048780487806), ('bc', 0.01902439024390244), ('contest', 0.014634146341463415), ('pick', 0.012195121951219513), ('knob', 0.010731707317073172), ('hubby', 0.01024390243902439), ('roflmao', 0.01024390243902439), ('daily', 0.008292682926829269), ('yay', 0.008292682926829269)]"
273,273,"[('match', 0.04959216965742251), ('wwe', 0.018597063621533443), ('awesome', 0.01631321370309951), ('cena', 0.013050570962479609), ('main_event', 0.011092985318107667), ('wrestlemania', 0.010766721044045677), ('shield', 0.010114192495921697), ('title', 0.010114192495921697), ('dildo', 0.009135399673735726), ('raw', 0.009135399673735726)]"
274,274,"[('kindness', 0.02700096432015429), ('olympic', 0.01639344262295082), ('medal', 0.01639344262295082), ('compassion', 0.013500482160077145), ('silver', 0.009643201542912247), ('ummm', 0.008678881388621022), ('positivity', 0.008678881388621022), ('bestfriend', 0.008678881388621022), ('binge', 0.008678881388621022), ('smile', 0.007714561234329798)]"
275,275,"[('insomnia', 0.024390243902439025), ('kitten', 0.024390243902439025), ('mandible', 0.024390243902439025), ('sizzle', 0.024390243902439025), ('devolution', 0.012195121951219513), ('fuss', 0.012195121951219513), ('alivewere', 0.012195121951219513), ('senseless', 0.012195121951219513), ('halfass', 0.012195121951219513), ('onhere', 0.012195121951219513)]"
276,276,"[('stream', 0.10106085985482971), ('live', 0.09491903964265773), ('night', 0.0413176996091569), ('start', 0.03796761585706309), ('giveaway', 0.02847571189279732), ('chill', 0.027359017308766054), ('late', 0.026242322724734785), ('tonight', 0.02233389168062535), ('hang', 0.01786711334450028), ('jay', 0.01507537688442211)]"
277,277,"[('emiup', 0.020618556701030927), ('feberxd', 0.010309278350515464), ('belieber', 0.010309278350515464), ('dawkin', 0.010309278350515464), ('arablatino', 0.010309278350515464), ('exbrotherinlaw', 0.010309278350515464), ('furbys', 0.010309278350515464), ('interactiona', 0.010309278350515464), ('mms', 0.010309278350515464), ('sienese', 0.010309278350515464)]"
278,278,"[('win', 0.09278207002157722), ('chance', 0.08248068490290249), ('entered_giveaway', 0.06549732024779008), ('enter', 0.031391383030556136), ('day', 0.024918215354632144), ('miss', 0.010231781165170182), ('prime', 0.010162177211665622), ('giveaway', 0.008770098141574442), ('save', 0.007308415117978701), ('set', 0.00668197953643767)]"
279,279,"[('trump', 0.10763927499166018), ('president', 0.034537973979762035), ('lie', 0.01454464583564995), ('republican', 0.01369954408984766), ('russia', 0.01318803513844101), ('white_house', 0.010541532302902258), ('russian', 0.009607472478594462), ('fbi', 0.009207161125319692), ('investigation', 0.008851328811297675), ('putin', 0.008095185144000889)]"
280,280,"[('video', 0.21021897810218979), ('buddy', 0.08175182481751825), ('haha', 0.05547445255474453), ('enjoy', 0.049635036496350364), ('glad', 0.03795620437956204), ('youtube', 0.0364963503649635), ('shark', 0.024817518248175182), ('mock', 0.017518248175182483), ('vlog', 0.014598540145985401), ('content', 0.013138686131386862)]"
281,281,"[('chapstick', 0.03870967741935484), ('scoop', 0.03225806451612903), ('trial', 0.03225806451612903), ('sore', 0.03225806451612903), ('oats', 0.025806451612903226), ('purinar', 0.025806451612903226), ('beyondr', 0.01935483870967742), ('chai_tea', 0.01935483870967742), ('heluva', 0.01935483870967742), ('ithrive', 0.012903225806451613)]"
282,282,"[('korean', 0.04980218757272516), ('south_korea', 0.0458459390272283), ('korea', 0.04538049802187573), ('seoul', 0.036071677914824296), ('north_korea', 0.028042820572492435), ('south_korean', 0.020246683732836862), ('year', 0.010821503374447289), ('south_koreas', 0.010588782871771002), ('kpop', 0.010123341866418431), ('north_korean', 0.009192459855713288)]"
283,283,"[('autistic', 0.05353728489483748), ('autism', 0.045889101338432124), ('college_bound', 0.03441682600382409), ('fee_waiver', 0.030592734225621414), ('college_fee', 0.030592734225621414), ('rage', 0.028680688336520075), ('irh', 0.022944550669216062), ('cure', 0.019120458891013385), ('ios_android', 0.019120458891013385), ('disney', 0.01338432122370937)]"
284,284,"[('moon', 0.049777777777777775), ('mar', 0.02666666666666667), ('sun', 0.02666666666666667), ('venus', 0.024888888888888887), ('leo', 0.020444444444444446), ('degree', 0.018666666666666668), ('libra', 0.016), ('scorpio', 0.015111111111111112), ('virgo', 0.015111111111111112), ('uranus', 0.015111111111111112)]"
285,285,"[('jim', 0.033066132264529056), ('patriot', 0.028557114228456915), ('fun', 0.018537074148296594), ('pat', 0.018537074148296594), ('doo_doo', 0.013527054108216433), ('golf', 0.013026052104208416), ('share', 0.013026052104208416), ('boston', 0.012525050100200401), ('birthday', 0.012024048096192385), ('sal', 0.01002004008016032)]"
286,286,"[('progscape_radio', 0.0821917808219178), ('join', 0.06938653960690887), ('show', 0.05464562239428231), ('spotlight', 0.04779630732578916), ('release', 0.04184038117927338), ('cd', 0.03603335318642049), ('tuesday', 0.03320428826682549), ('album', 0.029481834425253126), ('feature', 0.02769505658129839), ('tomorrow', 0.012060750446694461)]"
287,287,"[('austin', 0.02402745995423341), ('comedy_sportz', 0.017162471395881007), ('indiana', 0.016018306636155607), ('prague', 0.013729977116704805), ('grexit_grexit', 0.011441647597254004), ('czech', 0.011441647597254004), ('ricola_ricola', 0.011441647597254004), ('pac', 0.009153318077803204), ('nc', 0.009153318077803204), ('indianapoli', 0.008009153318077803)]"
288,288,"[('normalize', 0.019417475728155338), ('facebook', 0.018275271273557967), ('spx_vs', 0.018275271273557967), ('london', 0.01656196459166191), ('usa', 0.013135351227869789), ('apple', 0.011993146773272416), ('chicago', 0.010850942318675044), ('worry', 0.009708737864077669), ('reporter', 0.009137635636778984), ('year_average', 0.009137635636778984)]"
289,289,"[('ackowledge', 0.008064516129032258), ('occup', 0.008064516129032258), ('draft_pick', 0.008064516129032258), ('rosewood', 0.008064516129032258), ('diner', 0.008064516129032258), ('experimentand', 0.008064516129032258), ('nvm', 0.008064516129032258), ('ddr', 0.008064516129032258), ('lobot', 0.008064516129032258), ('knowall', 0.008064516129032258)]"
290,290,"[('launch', 0.03668763102725367), ('btc', 0.033542976939203356), ('kucoin', 0.02410901467505241), ('ipbc', 0.023060796645702306), ('exchange', 0.020964360587002098), ('retweet', 0.019916142557651992), ('list', 0.018867924528301886), ('cryptocurrency', 0.018867924528301886), ('crypto', 0.01781970649895178), ('asic', 0.01781970649895178)]"
291,291,"[('webster', 0.07226107226107226), ('warrenton', 0.04895104895104895), ('megan', 0.04195804195804196), ('spicy_chicken', 0.02564102564102564), ('warped_tour', 0.02564102564102564), ('stl', 0.02097902097902098), ('av', 0.018648018648018648), ('sergio', 0.013986013986013986), ('jonah', 0.013986013986013986), ('serg', 0.013986013986013986)]"
292,292,"[('hola', 0.02702702702702703), ('ani', 0.016891891891891893), ('kina', 0.013513513513513514), ('haha', 0.013513513513513514), ('yaar', 0.013513513513513514), ('aba', 0.013513513513513514), ('thaha', 0.010135135135135136), ('khatra', 0.010135135135135136), ('momo', 0.010135135135135136), ('nepal', 0.010135135135135136)]"
293,293,"[('pingtestnet', 0.00980392156862745), ('millertom', 0.00980392156862745), ('boomerang', 0.00980392156862745), ('conserv', 0.00980392156862745), ('palin', 0.00980392156862745), ('difference', 0.00980392156862745), ('fuckedroasting', 0.00980392156862745), ('sadboy', 0.00980392156862745), ('tog', 0.00980392156862745), ('melodysound', 0.00980392156862745)]"
294,294,"[('song', 0.03611200219971587), ('album', 0.02955868200357454), ('music', 0.027404793547500115), ('listen', 0.026213280784565328), ('show', 0.017735209202144723), ('hear', 0.014939736950643875), ('watch', 0.013060812978323634), ('episode', 0.009807066587232483), ('live', 0.008890518308051877), ('artist', 0.0071490765776087255)]"
295,295,"[('capo', 0.021052631578947368), ('welleducat', 0.021052631578947368), ('adolescent', 0.021052631578947368), ('usforwarded', 0.010526315789473684), ('marijuanaonly', 0.010526315789473684), ('persky', 0.010526315789473684), ('gamethese', 0.010526315789473684), ('jilly', 0.010526315789473684), ('malfoycool', 0.010526315789473684), ('roxbury', 0.010526315789473684)]"
296,296,"[('yea', 0.045465365389193046), ('allot', 0.022851701975720066), ('wife', 0.01951916210426089), ('work', 0.014520352297072126), ('sex', 0.011901928112354201), ('kid', 0.010235658176624612), ('screw', 0.00952154248988336), ('review', 0.009283503927636277), ('california', 0.008807426803142109), ('due', 0.008807426803142109)]"
297,297,"[('kanye', 0.02187120291616039), ('morrissey', 0.014580801944106925), ('mj', 0.014580801944106925), ('michael_jackson', 0.013365735115431349), ('whig', 0.013365735115431349), ('woody_allen', 0.010935601458080195), ('greg', 0.010935601458080195), ('lolz', 0.009720534629404616), ('ryan_adam', 0.009720534629404616), ('creepy', 0.009720534629404616)]"
298,298,"[('reward', 0.06349206349206349), ('completed_cash', 0.036281179138321996), ('weekly', 0.036281179138321996), ('survey', 0.034013605442176874), ('pickem', 0.034013605442176874), ('prediction', 0.034013605442176874), ('draftkings_team', 0.031746031746031744), ('nascarcom', 0.031746031746031744), ('football', 0.031746031746031744), ('cash_priz', 0.02947845804988662)]"
299,299,"[('azfamily', 0.021052631578947368), ('alf', 0.010526315789473684), ('sithlord', 0.010526315789473684), ('employie', 0.010526315789473684), ('connect', 0.010526315789473684), ('campaignorg', 0.010526315789473684), ('pocketsiz', 0.010526315789473684), ('seacre', 0.010526315789473684), ('waxwork', 0.010526315789473684), ('fuckingggggggg', 0.010526315789473684)]"
300,300,"[('msg', 0.11695906432748537), ('section_row', 0.0935672514619883), ('seat', 0.08187134502923976), ('champ', 0.011695906432748537), ('grrrrr', 0.011695906432748537), ('gagas', 0.011695906432748537), ('autographed_baseball', 0.011695906432748537), ('row_seat', 0.011695906432748537), ('boyle', 0.011695906432748537), ('bomberman', 0.005847953216374269)]"
301,301,"[('warrant', 0.014925373134328358), ('milbank', 0.007462686567164179), ('cuttingedge', 0.007462686567164179), ('sheetsi', 0.007462686567164179), ('ratingdec', 0.007462686567164179), ('balt', 0.007462686567164179), ('reaganall', 0.007462686567164179), ('enzyte', 0.007462686567164179), ('gogh', 0.007462686567164179), ('owngood', 0.007462686567164179)]"
302,302,"[('dsp', 0.0548885077186964), ('phil', 0.04202401372212693), ('love', 0.023441966838193252), ('alot', 0.022298456260720412), ('yea', 0.018582046883933678), ('people', 0.014865637507146942), ('batman', 0.012292738707833047), ('story', 0.010863350485991996), ('comic', 0.010863350485991996), ('stuff', 0.009433962264150943)]"
303,303,"[('broly', 0.02054794520547945), ('meet_greet', 0.02054794520547945), ('ratiod', 0.02054794520547945), ('chad', 0.02054794520547945), ('mf', 0.0136986301369863), ('british', 0.00684931506849315), ('hanma', 0.00684931506849315), ('wantticket', 0.00684931506849315), ('embarrassingly', 0.00684931506849315), ('calamity', 0.00684931506849315)]"
304,304,"[('today', 0.02828791469194313), ('bit', 0.015402843601895734), ('hour', 0.0115521327014218), ('tomorrow', 0.0115521327014218), ('cat', 0.011255924170616114), ('decide', 0.01066350710900474), ('tonight', 0.009774881516587678), ('pan', 0.009626777251184835), ('haha', 0.009330568720379146), ('couple', 0.007997630331753554)]"
305,305,"[('tomorrowwww', 0.015748031496062992), ('plagueis', 0.015748031496062992), ('peanut', 0.015748031496062992), ('wolverinethis', 0.007874015748031496), ('rockland', 0.007874015748031496), ('woodhous', 0.007874015748031496), ('itswhen', 0.007874015748031496), ('goldin', 0.007874015748031496), ('somacuga', 0.007874015748031496), ('forand', 0.007874015748031496)]"
306,306,"[('unprofessional', 0.02912621359223301), ('banepost', 0.009708737864077669), ('tnf', 0.009708737864077669), ('vinylmationw', 0.009708737864077669), ('geyser', 0.009708737864077669), ('fivebillion', 0.009708737864077669), ('testing', 0.009708737864077669), ('taylor_swift', 0.009708737864077669), ('oilgas', 0.009708737864077669), ('humbling', 0.009708737864077669)]"
307,307,"[('feel', 0.04594683295044306), ('basically', 0.029537249753856253), ('guess', 0.02822448309812931), ('tend', 0.02100426649163111), ('sort', 0.02100426649163111), ('kind', 0.019691499835904167), ('character', 0.019035116508040694), ('whatev', 0.013127666557269446), ('thing', 0.011486708237610764), ('reaction', 0.011158516573679028)]"
308,308,"[('drinkhe', 0.020833333333333332), ('tek', 0.013888888888888888), ('williejpro', 0.013888888888888888), ('challengeever', 0.006944444444444444), ('lockett', 0.006944444444444444), ('desde', 0.006944444444444444), ('jeordie', 0.006944444444444444), ('revv', 0.006944444444444444), ('rampup', 0.006944444444444444), ('youlet', 0.006944444444444444)]"
309,309,"[('arensenmiss', 0.011627906976744186), ('prodev', 0.011627906976744186), ('godlenin', 0.011627906976744186), ('oldass', 0.011627906976744186), ('playerlook', 0.011627906976744186), ('clockcc', 0.011627906976744186), ('makisali', 0.011627906976744186), ('designwise', 0.011627906976744186), ('shitwe', 0.011627906976744186), ('retraumatiz', 0.011627906976744186)]"
310,310,"[('amor', 0.03225806451612903), ('perpetuate', 0.03225806451612903), ('goalhe', 0.016129032258064516), ('bahhahhaha', 0.016129032258064516), ('workshop', 0.016129032258064516), ('holdin', 0.016129032258064516), ('againbetter', 0.016129032258064516), ('roja', 0.016129032258064516), ('uncultur', 0.016129032258064516), ('footlong', 0.016129032258064516)]"
311,311,"[('night', 0.02279874213836478), ('pissed', 0.01650943396226415), ('omfg', 0.01650943396226415), ('roanoke', 0.01179245283018868), ('lady_gaga', 0.010220125786163521), ('adele', 0.010220125786163521), ('lmmfao', 0.010220125786163521), ('slay', 0.008647798742138365), ('bop', 0.008647798742138365), ('repair', 0.007861635220125786)]"
312,312,"[('kamu', 0.02463768115942029), ('malang', 0.014492753623188406), ('aku', 0.011594202898550725), ('mau', 0.008695652173913044), ('yuk', 0.007246376811594203), ('akan', 0.007246376811594203), ('mana', 0.007246376811594203), ('bro', 0.007246376811594203), ('ada', 0.007246376811594203), ('jaga', 0.005797101449275362)]"
313,313,"[('thingvintage', 0.010416666666666666), ('compuserve', 0.010416666666666666), ('quotable', 0.010416666666666666), ('citygirl', 0.010416666666666666), ('compression', 0.010416666666666666), ('breaksevery', 0.010416666666666666), ('includesnew', 0.010416666666666666), ('evilorly', 0.010416666666666666), ('complicatedit', 0.010416666666666666), ('itif', 0.010416666666666666)]"
314,314,"[('forg', 0.014218009478672985), ('prattle', 0.009478672985781991), ('vue', 0.009478672985781991), ('tessa', 0.009478672985781991), ('abode', 0.009478672985781991), ('europe', 0.009478672985781991), ('remembrance', 0.009478672985781991), ('itnat', 0.004739336492890996), ('mey', 0.004739336492890996), ('truthtruth', 0.004739336492890996)]"
315,315,"[('hannah', 0.04411764705882353), ('jeopardy', 0.02551903114186851), ('texan', 0.01773356401384083), ('south_dakota', 0.01643598615916955), ('augustana', 0.014705882352941176), ('texas', 0.014273356401384083), ('augie', 0.011678200692041523), ('chickfila', 0.010813148788927335), ('viking', 0.010813148788927335), ('houston', 0.010813148788927335)]"
316,316,"[('dude', 0.03203342618384401), ('fun', 0.02181987000928505), ('morning', 0.019498607242339833), ('awesome', 0.017641597028783658), ('bus', 0.01532033426183844), ('exciting', 0.01532033426183844), ('epic', 0.013463324048282266), ('sound', 0.012999071494893221), ('home', 0.012999071494893221), ('damn', 0.012534818941504178)]"
317,317,"[('virginia', 0.0110803324099723), ('dominion', 0.010156971375807941), ('ecuador', 0.009233610341643583), ('gossip_girl', 0.008310249307479225), ('anthology', 0.007386888273314866), ('wine', 0.007386888273314866), ('italy', 0.007386888273314866), ('pipeline', 0.006463527239150508), ('fcavalli', 0.006463527239150508), ('por', 0.006463527239150508)]"
318,318,"[('newburg', 0.010526315789473684), ('nutsack', 0.010526315789473684), ('section', 0.010526315789473684), ('seasaidepark', 0.010526315789473684), ('himalayan', 0.010526315789473684), ('nullifie', 0.010526315789473684), ('athens_ga', 0.010526315789473684), ('xc', 0.010526315789473684), ('allim', 0.010526315789473684), ('treeble', 0.010526315789473684)]"
319,319,"[('selfpublished', 0.014598540145985401), ('daffodil', 0.014598540145985401), ('thoro', 0.014598540145985401), ('rockie', 0.0072992700729927005), ('bp', 0.0072992700729927005), ('natali', 0.0072992700729927005), ('wallpresident', 0.0072992700729927005), ('jkno', 0.0072992700729927005), ('periodcc', 0.0072992700729927005), ('transcendence', 0.0072992700729927005)]"
320,320,"[('gun', 0.03887510339123242), ('ratio', 0.023986765922249794), ('ban', 0.021505376344086023), ('moron', 0.021505376344086023), ('bot', 0.0206782464846981), ('weapon', 0.0206782464846981), ('nra', 0.019851116625310174), ('rifle', 0.018196856906534328), ('funny', 0.016542597187758478), ('leftist', 0.01488833746898263)]"
321,321,"[('stfu', 0.04051172707889126), ('hahahha', 0.021321961620469083), ('proven_false', 0.019189765458422176), ('ecommerce', 0.01279317697228145), ('john_barron', 0.010660980810234541), ('titanic', 0.008528784648187633), ('definetely', 0.008528784648187633), ('pled_guilty', 0.008528784648187633), ('hahah', 0.008528784648187633), ('hahha', 0.008528784648187633)]"
322,322,"[('nigga', 0.038887424202478246), ('bro', 0.029791721592407065), ('smh', 0.024782494068020036), ('niggas', 0.02095966253625099), ('ass', 0.018982335881887687), ('lol', 0.014236751911415766), ('bruh', 0.012259425257052465), ('tryna', 0.012259425257052465), ('lil', 0.011863959926179805), ('white', 0.011468494595307145)]"
323,323,"[('game', 0.0573175391669851), ('session', 0.021016431027894536), ('rpg', 0.020252197172334733), ('episode', 0.019105846388995033), ('fun', 0.01795949560565533), ('podcast', 0.01719526175009553), ('design', 0.016431027894535728), ('tonight', 0.013756209400076424), ('playt', 0.012991975544516622), ('post', 0.012609858616736722)]"
324,324,"[('completegod', 0.009345794392523364), ('pour', 0.009345794392523364), ('yeeesssssssssss', 0.009345794392523364), ('machete', 0.009345794392523364), ('litvinenko', 0.009345794392523364), ('overinternal', 0.009345794392523364), ('congratulato', 0.009345794392523364), ('kardon', 0.009345794392523364), ('bookmark', 0.009345794392523364), ('lookweve', 0.009345794392523364)]"
325,325,"[('auction', 0.021052631578947368), ('vendor', 0.021052631578947368), ('takebut', 0.010526315789473684), ('notifie', 0.010526315789473684), ('backdoor', 0.010526315789473684), ('mitzvah', 0.010526315789473684), ('freeeeeeee', 0.010526315789473684), ('blacktulip', 0.010526315789473684), ('johnsonhouston', 0.010526315789473684), ('maya', 0.010526315789473684)]"
326,326,"[('coachella', 0.04187192118226601), ('georgia_theatre', 0.03201970443349754), ('purity_r', 0.027093596059113302), ('quiz', 0.022167487684729065), ('whale', 0.014778325123152709), ('hannibal', 0.012315270935960592), ('eliza', 0.012315270935960592), ('milkshake', 0.012315270935960592), ('lcd_soundsystem', 0.009852216748768473), ('athens_ga', 0.009852216748768473)]"
327,327,"[('blog_post', 0.04937413073713491), ('book', 0.03796940194714882), ('play', 0.030876216968011128), ('zeus', 0.023783031988873434), ('write', 0.015438108484005564), ('read', 0.01223922114047288), ('movie_spotlight', 0.012100139082058415), ('angel', 0.011265646731571627), ('check', 0.011126564673157162), ('fun', 0.01070931849791377)]"
328,328,"[('size', 0.0456575682382134), ('pair', 0.02977667493796526), ('ship', 0.021339950372208438), ('adidas', 0.01588089330024814), ('black', 0.014392059553349877), ('nike', 0.014392059553349877), ('yeezy', 0.013399503722084368), ('air_jordan', 0.01240694789081886), ('boost', 0.010421836228287842), ('tee', 0.010421836228287842)]"
329,329,"[('world', 0.03522205206738132), ('star', 0.03522205206738132), ('bc', 0.023736600306278714), ('senior', 0.0222052067381317), ('cheer', 0.019908116385911178), ('shooting', 0.016845329249617153), ('champion', 0.016079632465543645), ('coed', 0.01454823889739663), ('uncg', 0.01225114854517611), ('cup', 0.01225114854517611)]"
330,330,"[('armory', 0.018691588785046728), ('soapless', 0.009345794392523364), ('saldana', 0.009345794392523364), ('whennnnn', 0.009345794392523364), ('dunnwho', 0.009345794392523364), ('beeswax', 0.009345794392523364), ('graduation', 0.009345794392523364), ('gbshaw', 0.009345794392523364), ('inverse', 0.009345794392523364), ('candidmommy', 0.009345794392523364)]"
331,331,"[('shit', 0.03506721215663355), ('lmao', 0.024254821741671536), ('trigger', 0.013150204558737581), ('dude', 0.013150204558737581), ('legit', 0.009643483343074225), ('smash', 0.009643483343074225), ('fam', 0.009643483343074225), ('medium', 0.00847457627118644), ('lucina', 0.00847457627118644), ('cuck', 0.007597895967270602)]"
